Order_No,Time from Pickup to Arrival
Order_No_27751,740.6
Order_No_22832,1319.8
Order_No_3904,927.35
Order_No_5230,427.0
Order_No_13968,447.1
Order_No_23129,531.2
Order_No_25454,1254.1
Order_No_25963,1523.7
Order_No_13552,2379.0
Order_No_2495,859.8
Order_No_5081,2035.1
Order_No_2922,4146.3
Order_No_2016,1689.1
Order_No_1104,1447.2
Order_No_27980,635.2
Order_No_26414,1806.0
Order_No_22882,2449.75
Order_No_18730,2402.9
Order_No_22573,2772.7
Order_No_3483,982.6
Order_No_23613,1601.1
Order_No_13591,1647.6
Order_No_11271,984.6
Order_No_26896,1676.4
Order_No_8184,2063.4
Order_No_19027,2922.6
Order_No_1146,1397.5
Order_No_192,1135.95
Order_No_14758,487.2
Order_No_23931,1314.6
Order_No_9924,1541.6
Order_No_21201,1172.4
Order_No_12726,934.4
Order_No_25899,1021.5
Order_No_26621,1279.8
Order_No_17483,1341.1
Order_No_2943,1978.2
Order_No_6923,1344.5
Order_No_181,2801.6
Order_No_19543,1624.6
Order_No_11022,1609.8
Order_No_16940,1574.9
Order_No_22316,1358.3
Order_No_24662,1321.0
Order_No_7034,2489.0
Order_No_13090,1816.2
Order_No_761,636.0
Order_No_25720,1424.8
Order_No_12467,2020.4
Order_No_16527,1208.6
Order_No_15886,2556.0
Order_No_14129,1242.2
Order_No_22079,4201.0
Order_No_9552,1238.5
Order_No_28093,540.0
Order_No_3167,1771.8
Order_No_18111,1236.7
Order_No_10981,1145.6
Order_No_17959,2866.3
Order_No_19855,354.5
Order_No_21278,887.6
Order_No_5819,1950.0
Order_No_26651,830.0
Order_No_6273,1464.1
Order_No_15656,1725.4
Order_No_22,2701.7
Order_No_17367,3202.9
Order_No_257,2054.1
Order_No_15175,2.0
Order_No_546,3098.7
Order_No_20915,2054.7
Order_No_22885,1707.3
Order_No_4613,2710.2
Order_No_5473,1712.4
Order_No_4698,624.1
Order_No_5638,1798.9
Order_No_20471,2604.3
Order_No_17954,1712.8
Order_No_14468,3440.5
Order_No_2968,1560.0
Order_No_24419,1458.0
Order_No_7674,2800.6
Order_No_26560,485.4
Order_No_15611,1196.7
Order_No_15085,2180.0
Order_No_1440,2637.7
Order_No_18237,1990.6
Order_No_8092,1384.6
Order_No_529,1718.2
Order_No_22717,1277.9
Order_No_3509,1475.5
Order_No_26201,1429.0
Order_No_20497,808.0
Order_No_12558,1392.3
Order_No_23463,1203.9
Order_No_18978,2216.6
Order_No_5508,1722.9
Order_No_11317,523.4
Order_No_13632,419.1
Order_No_3751,1466.8
Order_No_27592,3085.6
Order_No_25276,1977.5
Order_No_18188,1226.9
Order_No_27593,2350.0
Order_No_2022,988.7
Order_No_4713,933.0
Order_No_23001,1579.1
Order_No_9222,1548.0
Order_No_3417,1736.6
Order_No_3133,1827.3
Order_No_1571,663.2
Order_No_14300,2081.2
Order_No_4825,1591.8
Order_No_26248,1740.8
Order_No_22868,1252.2
Order_No_793,1300.9
Order_No_891,2078.8
Order_No_6505,486.7
Order_No_12415,2001.3
Order_No_5850,1856.6
Order_No_12144,1992.6
Order_No_7476,1919.2
Order_No_20096,2091.4
Order_No_13743,1470.3
Order_No_4724,2051.9
Order_No_13814,1919.1
Order_No_15469,1920.2
Order_No_5324,2323.9
Order_No_11383,2538.4
Order_No_11795,1605.5
Order_No_28131,3178.9
Order_No_9343,2851.7
Order_No_14195,2277.1
Order_No_2454,2957.8
Order_No_26609,657.2
Order_No_28252,1604.5
Order_No_23205,2708.2
Order_No_9462,1374.1
Order_No_5007,2206.4
Order_No_19715,664.6
Order_No_18543,866.2
Order_No_4723,596.3
Order_No_8211,2480.5
Order_No_20360,1635.6
Order_No_24462,3272.2
Order_No_25386,1081.2
Order_No_26627,3643.7
Order_No_26824,1528.4
Order_No_16072,2181.333333333333
Order_No_26274,1566.8
Order_No_24873,1494.6
Order_No_2196,1922.4
Order_No_6178,1903.3
Order_No_4860,946.8
Order_No_15161,2786.1
Order_No_17712,2406.0
Order_No_19520,2020.7
Order_No_1723,1528.6
Order_No_8405,695.9
Order_No_15590,1342.3
Order_No_19280,3298.0
Order_No_19525,1531.8
Order_No_12356,1128.9
Order_No_22797,1590.1
Order_No_14572,1240.9
Order_No_24329,1259.1
Order_No_8204,2222.9
Order_No_24862,1039.7
Order_No_7993,1595.4
Order_No_25182,798.7
Order_No_26175,2573.3
Order_No_22936,1317.0
Order_No_9627,678.2
Order_No_21478,1373.5
Order_No_2713,2161.9
Order_No_12912,1421.2
Order_No_9733,1847.9
Order_No_27705,1532.5
Order_No_24072,921.9
Order_No_6066,354.7
Order_No_23990,4731.8
Order_No_15876,1264.8
Order_No_9212,2109.9
Order_No_11773,1715.7
Order_No_17001,2263.6
Order_No_19824,2992.4
Order_No_7583,1901.0
Order_No_23644,2005.4
Order_No_27423,2199.5
Order_No_1309,1446.8
Order_No_5014,1060.0
Order_No_27602,2819.5
Order_No_2683,1598.7
Order_No_16570,393.0
Order_No_5495,679.7
Order_No_11062,1625.8
Order_No_15357,1027.2
Order_No_20901,1032.0
Order_No_3808,1612.3
Order_No_25818,2551.3
Order_No_3542,683.3
Order_No_22955,1984.4
Order_No_5028,3610.7
Order_No_13893,2052.6
Order_No_16106,1538.2
Order_No_7035,3472.2
Order_No_23600,870.35
Order_No_10096,1937.0
Order_No_4422,1085.0
Order_No_10341,1798.0
Order_No_4605,1626.2
Order_No_25427,716.0
Order_No_860,1914.2
Order_No_11938,698.0
Order_No_13777,2181.1
Order_No_19433,196.9
Order_No_7271,1386.6
Order_No_3128,2079.3
Order_No_24648,2134.0
Order_No_7965,1024.9
Order_No_23539,2636.3
Order_No_620,1855.1
Order_No_16350,1041.9
Order_No_13676,1027.6
Order_No_20882,1100.9
Order_No_3166,2070.3
Order_No_3996,1170.3
Order_No_13507,851.6
Order_No_6049,2020.0
Order_No_11012,1421.1
Order_No_7826,1533.9
Order_No_11432,861.5
Order_No_23548,1697.0
Order_No_7735,484.1
Order_No_2526,582.9
Order_No_2752,1464.3
Order_No_9824,831.6
Order_No_1993,2611.2
Order_No_715,842.5
Order_No_287,1661.0
Order_No_13954,3354.4
Order_No_25369,562.8
Order_No_21794,1022.0
Order_No_23016,1967.2
Order_No_27703,687.4
Order_No_22610,2505.6
Order_No_26104,697.2
Order_No_9200,817.6
Order_No_3963,1403.3
Order_No_24998,771.3
Order_No_24952,2165.6
Order_No_16235,1784.0
Order_No_15692,1002.7
Order_No_1732,1013.2
Order_No_13963,1569.9
Order_No_25436,322.0
Order_No_12173,1708.2
Order_No_8096,1852.2
Order_No_16354,1515.0
Order_No_4998,2883.1
Order_No_19767,989.6
Order_No_17583,992.3
Order_No_20165,904.3
Order_No_27413,1835.4
Order_No_18577,721.2
Order_No_27366,947.8
Order_No_2182,1220.0
Order_No_23384,1448.2
Order_No_23544,1797.9
Order_No_25780,1777.3
Order_No_24473,1710.5
Order_No_1017,1294.4
Order_No_4219,1023.3
Order_No_26712,1746.5
Order_No_12769,917.8
Order_No_23300,2468.1
Order_No_12204,1169.0
Order_No_15798,538.5
Order_No_22980,1428.3
Order_No_7451,634.8
Order_No_22233,1844.3
Order_No_21329,1205.7
Order_No_3821,1595.0
Order_No_15311,801.7
Order_No_2634,1241.2
Order_No_13267,917.6
Order_No_18825,1961.9
Order_No_1226,1987.1
Order_No_23290,1456.9
Order_No_5187,1615.4
Order_No_24109,2307.6
Order_No_20780,9.0
Order_No_21195,1199.6
Order_No_20277,1075.0
Order_No_25197,497.4
Order_No_4300,678.9
Order_No_8640,2158.6
Order_No_7512,3558.6
Order_No_1820,2295.8
Order_No_18556,2322.0
Order_No_23927,1337.3
Order_No_8005,2728.1
Order_No_2549,1517.5
Order_No_27750,446.8
Order_No_24292,678.1
Order_No_6218,2757.7
Order_No_26297,1323.0
Order_No_26382,1438.8
Order_No_2933,1370.6
Order_No_1643,3571.2
Order_No_1795,1081.0
Order_No_19055,1317.7
Order_No_16755,1582.9
Order_No_7552,908.7
Order_No_954,2243.4
Order_No_13396,514.7
Order_No_272,667.3
Order_No_7526,1231.0
Order_No_7639,371.5
Order_No_362,1953.9
Order_No_11265,1769.9
Order_No_19991,3.0
Order_No_2898,1983.5
Order_No_24041,1583.9
Order_No_9306,1728.8
Order_No_24256,2526.9
Order_No_3358,1327.6
Order_No_18458,1015.5
Order_No_24037,1184.0
Order_No_21745,1001.3
Order_No_24791,1253.7
Order_No_6329,506.75
Order_No_8694,832.9
Order_No_27757,1283.5
Order_No_4758,1241.5
Order_No_14631,1590.5
Order_No_3434,2186.4
Order_No_13846,1756.2
Order_No_12622,993.2
Order_No_9441,3103.6
Order_No_90,2063.0
Order_No_7946,1964.9
Order_No_1197,3031.6
Order_No_1201,2303.5
Order_No_23299,1622.1
Order_No_21272,1205.2
Order_No_23873,1276.5
Order_No_12427,2.0
Order_No_22203,1856.0
Order_No_18445,1116.3
Order_No_26717,2229.9
Order_No_22256,1482.2
Order_No_18400,2173.6
Order_No_9350,1521.1
Order_No_19162,1181.4
Order_No_14922,376.8
Order_No_2131,1673.8
Order_No_23408,866.0
Order_No_2149,1774.3
Order_No_10310,1390.8
Order_No_8168,2072.3
Order_No_2601,565.4
Order_No_13698,3298.7
Order_No_26624,1804.3
Order_No_27107,692.0
Order_No_5323,1586.7
Order_No_22269,653.2
Order_No_21736,1263.7
Order_No_11521,1178.8
Order_No_22671,471.4
Order_No_7912,485.2
Order_No_5344,1352.0
Order_No_21928,1935.1
Order_No_7074,420.2
Order_No_13915,2311.3
Order_No_24101,2517.1
Order_No_18299,1106.2
Order_No_15816,512.0
Order_No_24483,639.7
Order_No_20072,3552.1
Order_No_14156,1551.6
Order_No_18214,601.5
Order_No_18224,1851.2
Order_No_11799,1354.2
Order_No_22357,1899.3
Order_No_25600,2341.9
Order_No_8407,762.5
Order_No_6064,1257.6
Order_No_6036,2287.6
Order_No_9128,970.6
Order_No_1426,852.0
Order_No_19831,542.6
Order_No_28105,2039.8
Order_No_24585,3772.2
Order_No_23807,2918.0
Order_No_24697,1503.2
Order_No_19103,1192.6
Order_No_6192,1822.5
Order_No_24346,1419.3
Order_No_9862,1550.0
Order_No_24734,1534.8
Order_No_18189,536.5
Order_No_27172,2460.8
Order_No_14011,1591.6
Order_No_20671,3726.2
Order_No_17099,131.2
Order_No_22897,1399.3
Order_No_22494,3841.5
Order_No_4077,1221.4
Order_No_21220,1376.8
Order_No_13220,2628.5
Order_No_19174,2305.6
Order_No_18713,1138.0
Order_No_21298,1455.6
Order_No_10814,1615.7
Order_No_23640,1195.0
Order_No_12642,1163.0
Order_No_14796,2406.6
Order_No_6235,1505.3
Order_No_17745,1433.0
Order_No_22977,2742.5
Order_No_13495,1427.6
Order_No_28033,535.9
Order_No_2273,558.4
Order_No_22178,2305.4
Order_No_23625,2639.5
Order_No_10849,1325.6
Order_No_26443,894.4
Order_No_20259,2664.4
Order_No_15020,885.8
Order_No_20222,1217.0
Order_No_1227,202.0
Order_No_14684,1199.9
Order_No_7219,1254.1
Order_No_23991,1382.6
Order_No_3544,1110.3
Order_No_12140,1571.5
Order_No_16428,2098.2
Order_No_24237,986.5
Order_No_20812,1737.7
Order_No_17969,614.9
Order_No_7106,2297.4
Order_No_25181,1401.1
Order_No_20059,1476.6
Order_No_11464,2176.6
Order_No_19530,574.0
Order_No_7266,1611.6
Order_No_14776,1212.0
Order_No_8187,2130.5
Order_No_11058,1568.0
Order_No_24929,1982.4
Order_No_14431,1510.4
Order_No_23643,1385.1
Order_No_5633,1553.1
Order_No_21622,418.4
Order_No_1008,1179.5
Order_No_8970,1317.6
Order_No_16328,774.7
Order_No_5604,457.5
Order_No_23474,1423.2
Order_No_10688,1556.8
Order_No_18491,326.6
Order_No_20857,1136.3
Order_No_28176,2259.8
Order_No_13933,665.8
Order_No_21397,1288.6
Order_No_27085,828.4
Order_No_9860,1821.3
Order_No_19842,1588.0
Order_No_2690,861.4
Order_No_13189,1714.4
Order_No_21567,1827.9
Order_No_26409,1178.0
Order_No_13863,3442.9
Order_No_4153,2258.0
Order_No_27691,1981.5
Order_No_11007,1808.3
Order_No_22244,1660.4
Order_No_1004,1484.5
Order_No_27383,4431.9
Order_No_2127,1338.4
Order_No_18020,1973.0
Order_No_8516,1139.2
Order_No_10405,1435.1
Order_No_1078,1927.8
Order_No_11513,1593.1
Order_No_12856,2234.0
Order_No_11810,138.3
Order_No_23272,1353.0
Order_No_20209,641.2
Order_No_12748,1529.8
Order_No_12539,1279.0
Order_No_5529,1616.0
Order_No_2518,855.0
Order_No_21137,807.4
Order_No_27969,2142.3
Order_No_23008,1679.5
Order_No_5583,1250.0
Order_No_4761,1921.7
Order_No_9669,1754.9
Order_No_24806,1265.9
Order_No_18985,1824.7
Order_No_12565,2513.5
Order_No_9560,424.7
Order_No_18862,739.0
Order_No_4922,1268.3
Order_No_21441,1158.8
Order_No_9159,1635.1
Order_No_9022,2603.0
Order_No_27049,1085.0
Order_No_26486,1836.1
Order_No_4097,878.2
Order_No_23139,1554.6
Order_No_25363,622.7
Order_No_26892,940.3
Order_No_3469,546.7
Order_No_23231,1551.0
Order_No_15424,2626.8
Order_No_19610,2742.2
Order_No_24926,744.2
Order_No_637,244.1
Order_No_27648,1402.2
Order_No_25227,1676.4
Order_No_9982,1241.5
Order_No_4345,2607.9
Order_No_8175,607.4
Order_No_2570,732.4
Order_No_3236,1599.7
Order_No_19276,70.0
Order_No_3115,2073.9
Order_No_2920,2526.65
Order_No_25352,1412.7
Order_No_27839,652.8
Order_No_9256,1797.1
Order_No_482,1708.9
Order_No_13576,710.0
Order_No_19782,1532.6
Order_No_22117,2202.2
Order_No_3924,2418.1
Order_No_16930,1990.4
Order_No_9752,1644.6
Order_No_18856,1722.5
Order_No_1465,2169.0
Order_No_2207,1868.2
Order_No_26647,745.0
Order_No_9598,3015.9
Order_No_6136,1356.2
Order_No_20868,1575.4
Order_No_11640,1198.0
Order_No_21036,2225.1
Order_No_9937,4409.1
Order_No_1938,1825.0
Order_No_14352,2887.9
Order_No_8111,2475.2
Order_No_1288,798.2
Order_No_17199,2990.0
Order_No_24205,869.9
Order_No_15545,2017.4
Order_No_8149,1690.8
Order_No_10383,1727.2
Order_No_7098,1671.9
Order_No_13355,2027.6
Order_No_26792,1436.8
Order_No_13673,563.9
Order_No_19983,1406.3
Order_No_23886,2427.1
Order_No_17985,483.3
Order_No_13813,407.3
Order_No_21233,1902.5
Order_No_40,1160.0
Order_No_15654,1437.6
Order_No_24330,556.5
Order_No_6840,1907.3
Order_No_19400,2732.2
Order_No_6424,1758.0
Order_No_0,1094.0
Order_No_1948,1484.5
Order_No_14959,2695.9
Order_No_15036,1386.3
Order_No_6783,1913.6
Order_No_19301,788.3
Order_No_19236,1136.8
Order_No_20758,1481.3
Order_No_20276,1139.5
Order_No_23465,789.6
Order_No_23480,1010.9
Order_No_10219,1289.8
Order_No_23825,877.3
Order_No_21537,2250.75
Order_No_14307,203.3
Order_No_12599,1187.1
Order_No_20086,827.5
Order_No_16151,2138.7
Order_No_19898,2428.3
Order_No_5079,1257.0
Order_No_5214,982.7
Order_No_2073,3439.2
Order_No_9998,1438.0
Order_No_7108,138.5
Order_No_15679,670.6
Order_No_24154,1667.3
Order_No_22713,1030.7
Order_No_11668,1792.7
Order_No_4660,1658.3
Order_No_14109,1336.9
Order_No_25088,2669.1
Order_No_16572,745.5
Order_No_10080,1448.8
Order_No_3932,1371.2
Order_No_18616,1573.1
Order_No_19394,2233.7
Order_No_16721,410.6
Order_No_24724,1131.8
Order_No_11295,810.3
Order_No_9978,2238.8
Order_No_26105,483.0
Order_No_1112,1118.0
Order_No_18747,1516.6
Order_No_21720,2459.9
Order_No_152,784.2
Order_No_26186,2370.15
Order_No_12831,1817.0
Order_No_13821,739.0
Order_No_653,1804.7
Order_No_5489,807.8
Order_No_17245,1327.3
Order_No_22849,1474.0
Order_No_19745,711.6
Order_No_20148,1217.45
Order_No_20574,1074.0
Order_No_459,2351.5
Order_No_14453,888.6
Order_No_1356,1782.2
Order_No_15141,908.0
Order_No_25880,1367.8
Order_No_25118,2037.3
Order_No_12977,1143.2
Order_No_6639,1795.0
Order_No_19810,608.0
Order_No_17504,1414.6
Order_No_399,1263.3
Order_No_13027,2907.7
Order_No_7193,690.7
Order_No_1115,1292.2
Order_No_14790,4419.0
Order_No_27724,2050.2
Order_No_15235,2940.1
Order_No_24075,4234.2
Order_No_18672,2331.2
Order_No_7833,1711.0
Order_No_9084,1969.5
Order_No_11596,1420.6
Order_No_10977,1756.5
Order_No_7261,1127.0
Order_No_380,794.7
Order_No_17369,2543.3
Order_No_22984,1008.8
Order_No_21905,1653.1
Order_No_15515,462.0
Order_No_15426,750.8
Order_No_6549,1289.8
Order_No_15238,1308.1
Order_No_2433,2104.7
Order_No_18083,1500.0
Order_No_9621,1896.9
Order_No_8499,4593.0
Order_No_9073,1530.9
Order_No_12853,3020.8
Order_No_23266,1785.4
Order_No_14405,1805.4
Order_No_18499,981.3
Order_No_23493,875.2
Order_No_7079,1854.9
Order_No_4182,1927.4
Order_No_25009,1254.1
Order_No_8196,739.1
Order_No_2274,1125.45
Order_No_26935,1652.1
Order_No_1237,3051.4
Order_No_8924,3068.9
Order_No_26255,1278.6
Order_No_20995,1965.4
Order_No_22833,3362.0
Order_No_7180,1060.2
Order_No_9866,1509.2
Order_No_26778,600.6
Order_No_22857,1395.2
Order_No_22660,2125.2
Order_No_14475,1347.2
Order_No_14799,2597.8
Order_No_12813,82.3
Order_No_7786,436.6
Order_No_15245,3609.9
Order_No_25049,714.5
Order_No_23161,2931.5
Order_No_16300,620.7
Order_No_24973,914.4
Order_No_13485,1546.8
Order_No_21191,1961.5
Order_No_1929,2078.5
Order_No_8098,2095.0
Order_No_5939,2074.5
Order_No_13578,1936.5
Order_No_7347,3336.2
Order_No_3494,1571.6
Order_No_19007,906.1
Order_No_9769,1459.3
Order_No_26436,1592.8
Order_No_25480,696.8
Order_No_23237,1120.7
Order_No_20579,1606.7
Order_No_28243,3074.3
Order_No_2832,979.4
Order_No_3870,606.6
Order_No_17832,3048.4
Order_No_5740,1548.9
Order_No_17103,1825.8
Order_No_27825,1181.8
Order_No_13786,3114.0
Order_No_24974,1127.0
Order_No_11769,324.3
Order_No_18513,1003.4
Order_No_1776,1034.8
Order_No_23230,765.4
Order_No_7645,1007.0
Order_No_10130,2299.7
Order_No_19147,549.5
Order_No_27116,1390.8
Order_No_21929,1639.5
Order_No_21672,2583.3
Order_No_14929,1343.0
Order_No_11808,2179.9
Order_No_26156,1990.6
Order_No_6908,1817.1
Order_No_19807,630.7
Order_No_12880,1576.5
Order_No_1547,2311.1
Order_No_10387,1402.7
Order_No_20876,265.7
Order_No_8864,1236.3
Order_No_23664,506.4
Order_No_12351,1912.05
Order_No_21917,2460.7
Order_No_11517,559.6
Order_No_25755,1970.9
Order_No_1924,1007.9
Order_No_10052,1527.5
Order_No_15623,1047.0
Order_No_5801,3127.7
Order_No_1677,1658.0
Order_No_14791,1141.0
Order_No_10311,2060.8
Order_No_9095,1382.6
Order_No_20212,1343.1
Order_No_4631,640.5
Order_No_27983,499.0
Order_No_23690,1702.5
Order_No_9896,1563.3
Order_No_6419,1423.0
Order_No_27099,3012.2
Order_No_27128,1141.1
Order_No_8329,1632.3
Order_No_25476,650.0
Order_No_25575,1537.4
Order_No_27199,870.5
Order_No_6579,1167.3
Order_No_26967,2327.5
Order_No_11280,1008.7
Order_No_10660,1372.5
Order_No_20723,2180.9
Order_No_16228,2009.1
Order_No_3188,1716.4
Order_No_867,1597.4
Order_No_18462,1935.5
Order_No_20644,1875.1
Order_No_22927,720.4
Order_No_27202,1875.8
Order_No_12583,775.4666666666667
Order_No_9729,2032.8
Order_No_3328,1713.3
Order_No_8953,2446.9
Order_No_3074,1103.6
Order_No_20197,4194.6
Order_No_17047,2118.3
Order_No_25090,849.2
Order_No_21314,2453.6
Order_No_10722,1594.0
Order_No_15717,1804.6
Order_No_23711,3873.0
Order_No_21659,1836.5
Order_No_20441,1227.4
Order_No_24581,1656.4
Order_No_6179,1670.6
Order_No_20815,558.3
Order_No_2344,1829.0
Order_No_12902,1780.8
Order_No_135,1844.0
Order_No_26580,2764.9
Order_No_1751,1955.0
Order_No_9709,1132.0
Order_No_2501,1244.0
Order_No_17871,824.0
Order_No_21452,170.7
Order_No_7297,2002.0
Order_No_20542,1444.0
Order_No_1513,1976.4
Order_No_21071,1424.7
Order_No_24692,3010.0
Order_No_4871,2140.4
Order_No_7987,2325.3
Order_No_4878,1610.6
Order_No_26159,3107.0
Order_No_13162,1305.7
Order_No_519,1858.0
Order_No_21050,927.1
Order_No_17446,2116.9
Order_No_9092,1127.8
Order_No_16340,2165.6
Order_No_21913,1757.3
Order_No_23243,1016.5
Order_No_23589,64.3
Order_No_11532,1152.9
Order_No_21139,1604.8
Order_No_15387,1244.6
Order_No_5735,602.5
Order_No_1905,1735.6
Order_No_27442,1324.6
Order_No_3439,1601.4
Order_No_2544,1049.9
Order_No_11152,1732.3
Order_No_27198,2739.3
Order_No_19472,705.5
Order_No_13493,1464.8
Order_No_26088,855.2
Order_No_10716,604.3
Order_No_11549,1960.1
Order_No_3190,1156.0
Order_No_16876,2128.3
Order_No_16581,3434.5
Order_No_15873,1686.5
Order_No_16172,2342.1
Order_No_3225,3918.7
Order_No_17034,1917.7
Order_No_8072,2137.2
Order_No_6325,2792.8
Order_No_16052,1122.4
Order_No_4548,827.7
Order_No_14533,438.0
Order_No_1047,2306.1
Order_No_17723,704.0
Order_No_6384,559.1
Order_No_3254,2859.9
Order_No_1550,519.0
Order_No_5515,2313.7
Order_No_25797,1404.9
Order_No_7796,1037.0
Order_No_27018,3876.8
Order_No_153,1926.6
Order_No_16842,391.7
Order_No_24311,2256.8
Order_No_21793,1413.2
Order_No_15812,1464.3
Order_No_26485,1710.2
Order_No_4556,1007.3
Order_No_23866,931.7
Order_No_13417,2999.8
Order_No_665,2615.1
Order_No_24545,823.0
Order_No_18576,2995.1
Order_No_25287,1147.5
Order_No_26576,2013.2
Order_No_17256,1182.0
Order_No_20509,2206.8
Order_No_17571,1605.8
Order_No_15252,1656.7
Order_No_9281,1978.1
Order_No_3262,2318.0
Order_No_2862,689.0
Order_No_15958,405.80000000000007
Order_No_20407,1503.15
Order_No_15905,1342.3
Order_No_12253,1630.9
Order_No_12165,489.8
Order_No_13898,2184.1
